id_aluno,evasao,sexo,idade,estudante_nis,informou_nome_mae,informou_nome_pai,possui_deficiencia,raca_cor,tipo_localizacao_endereco_estudante,situacao_consolidada_no_ano,etapa_ensino,repetente,frequencia_escolar,notas_medias,nivel_socioeconomico,renda_familiar,trabalha,trabalho_domestico_excessivo,problemas_de_saude,violencia_domestica,gravidez_na_adolescencia,apoio_familiar,comportamento_em_sala,aceitacao_pelos_pares,necessita_assistencia_social,expectativa_retorno,fator_desencadeador_presente,distancia_da_escola_km,violencia_na_comunidade,engajamento_com_a_escola,infraestrutura_escolar,disponibilidade_material_didatico,flexibilidade_pedagogica,qualidade_pedagogica_percebida,pontuacao_risco,evasao_confirmada
766,False,Masculino,19,False,True,True,False,Parda,Rural,Aprovado,6° EF,False,52.0,7.7,N7,539.9,False,False,False,False,False,Médio,Regular,Média,False,Alta,False,1.5,False,Moderado,Ruim,Completa,Média,Regular,0.36058913153885214,True
767,True,Masculino,16,False,True,True,False,Parda,Urbana,Aprovado,2° EM,False,82.6,5.3,N4,844.07,False,False,False,False,False,Alto,Regular,Média,False,Alta,False,0.1,False,Baixo,Ruim,Completa,Baixa,Boa,0.3270695784662266,False
768,False,Masculino,15,True,True,True,False,Parda,Rural,Aprovado,3° EM,False,94.7,6.7,N1,566.34,False,False,False,True,False,Médio,Bom,Baixa,False,Alta,False,1.9,False,Baixo,Boa,Completa,Média,Boa,0.5330963263924157,True
769,False,Feminino,11,False,True,True,False,Branca,Urbana,Aprovado,2° EM,False,56.6,8.9,N7,701.75,True,False,False,True,False,Médio,Ruim,Alta,True,Média,False,2.9,False,Alto,Regular,Completa,Baixa,Boa,0.7841543930929405,True
770,False,Feminino,20,True,True,True,True,Preta,Urbana,Aprovado,9° EF,False,92.3,5.3,N1,524.12,False,False,False,False,False,Baixo,Ruim,Baixa,False,Média,False,1.5,False,Alto,Regular,Parcial,Baixa,Regular,0.2778059928897918,False
771,False,Outro,22,False,True,True,False,Parda,Urbana,Aprovado,1° EM,False,57.4,6.6,N4,863.02,False,False,False,False,False,Médio,Ruim,Alta,False,Alta,False,2.1,True,Alto,Regular,Parcial,Alta,Ruim,0.3890299644489589,False
772,False,Feminino,12,False,True,True,False,Branca,Urbana,Reprovado,1° EM,False,92.8,5.3,N5,935.37,False,False,True,False,False,Baixo,Ruim,Alta,True,Alta,False,1.8,False,Moderado,Boa,Parcial,Média,Ruim,0.2752666328085323,False
773,False,Feminino,18,True,False,True,False,Parda,Urbana,Reprovado,2° EM,False,63.4,5.7,N3,698.22,False,False,True,False,False,Alto,Bom,Média,False,Média,False,2.2,True,Baixo,Ruim,Completa,Média,Boa,0.40426612493651604,False
774,True,Feminino,18,False,False,True,False,Branca,Urbana,Aprovado,4° EF,False,68.7,4.8,N4,755.12,False,False,False,False,False,Alto,Bom,Alta,False,Alta,False,1.8,False,Moderado,Boa,Completa,Baixa,Ruim,0.42305738953783645,True
775,False,Feminino,12,True,True,True,False,Parda,Urbana,Aprovado,3° EM,False,88.9,7.7,N5,427.15,False,False,False,False,False,Alto,Regular,Alta,False,Alta,False,1.3,False,Alto,Boa,Completa,Alta,Ruim,0.1731843575418994,False
776,False,Masculino,21,False,True,True,False,Indígena,Urbana,Aprovado,1° EM,False,79.9,6.9,N1,895.68,False,False,False,False,False,Alto,Regular,Alta,False,Alta,False,1.8,False,Moderado,Boa,Parcial,Baixa,Ruim,0.25952260030472313,False
777,False,Feminino,22,False,True,True,False,Branca,Urbana,Aprovado,1° EM,False,76.0,5.3,N6,1634.23,False,True,False,False,False,Alto,Bom,Média,False,Baixa,False,1.3,False,Moderado,Boa,Completa,Baixa,Boa,0.36058913153885225,False
778,False,Masculino,14,True,True,False,False,Preta,Urbana,Reprovado,1° EM,False,80.6,6.0,N2,1559.3,False,False,False,False,False,Médio,Regular,Alta,True,Alta,False,1.8,False,Moderado,Ruim,Completa,Alta,Boa,0.3016759776536313,False
779,False,Masculino,19,False,True,True,False,Parda,Urbana,Aprovado,3° EM,False,50.5,7.9,N4,801.23,False,False,False,False,False,Alto,Regular,Alta,False,Alta,False,2.5,True,Moderado,Boa,Parcial,Alta,Ruim,0.35804977145759265,True
780,False,Feminino,17,True,True,True,False,Parda,Urbana,Aprovado,7° EF,False,96.8,6.9,N6,508.58,False,False,True,False,False,Médio,Ruim,Média,False,Média,False,1.3,True,Alto,Regular,Completa,Média,Boa,0.17369222955815133,False
781,False,Masculino,18,False,True,False,False,Amarela,Urbana,Aprovado,1° EM,False,81.6,8.0,N6,566.27,False,False,False,False,False,Alto,Regular,Média,False,Baixa,True,1.5,True,Moderado,Regular,Parcial,Média,Ruim,0.19502285424073135,False
782,False,Masculino,12,False,False,True,False,Parda,Urbana,Aprovado,7° EF,False,61.6,5.8,N6,708.21,False,False,False,False,False,Alto,Regular,Média,False,Média,False,1.8,False,Baixo,Boa,Completa,Média,Ruim,0.40832910106653125,False
783,False,Feminino,12,False,True,True,False,Parda,Urbana,Aprovado,2° EM,True,56.4,7.4,N2,1366.08,False,False,False,False,False,Alto,Bom,Média,False,Alta,False,0.4,False,Moderado,Boa,Parcial,Alta,Boa,0.5227695953952937,False
784,False,Outro,10,True,True,True,False,Preta,Urbana,Aprovado,3° EM,False,72.9,9.5,N2,1711.35,False,False,False,False,False,Médio,Bom,Média,False,Média,False,1.2,False,Moderado,Regular,Parcial,Alta,Regular,0.16302691721686133,False
785,False,Feminino,19,False,True,False,False,Parda,Urbana,Aprovado,1° EM,False,94.9,7.0,N1,934.96,False,False,False,False,False,Alto,Ruim,Alta,True,Alta,False,3.6,False,Alto,Regular,Completa,Baixa,Boa,0.17826307770441846,False
786,False,Masculino,14,False,True,True,False,Parda,Urbana,Aprovado,3° EM,False,64.5,6.1,N7,1590.19,False,False,True,False,False,Médio,Bom,Baixa,False,Alta,False,0.6,False,Alto,Boa,Completa,Média,Boa,0.37836465210766884,True
787,False,Feminino,16,False,True,False,False,Parda,Urbana,Aprovado,1° EM,False,66.1,7.9,N5,626.64,False,False,False,False,False,Alto,Regular,Alta,False,Baixa,False,1.3,False,Alto,Boa,Completa,Média,Regular,0.2788217369222956,False
788,False,Masculino,13,False,True,False,False,Parda,Urbana,Aprovado,1° EM,False,76.7,5.8,N2,202.51,False,False,False,False,False,Baixo,Regular,Baixa,False,Média,False,1.7,False,Moderado,Ruim,Completa,Baixa,Regular,0.33164042661249366,False
789,True,Feminino,22,False,True,True,False,Parda,Urbana,Aprovado,6° EF,False,70.1,6.0,N4,514.86,False,False,True,False,False,Baixo,Ruim,Alta,True,Alta,False,3.8,False,Baixo,Boa,Completa,Alta,Ruim,0.35500253936008125,False
790,False,Feminino,16,False,True,True,False,Preta,Rural,Aprovado,1° EM,False,72.3,7.1,N2,626.92,True,False,False,False,False,Baixo,Bom,Alta,True,Média,False,1.9,False,Alto,Boa,Parcial,Média,Boa,0.45725410529879806,False
791,False,Masculino,12,False,True,False,False,Branca,Urbana,Aprovado,1° EM,False,81.2,7.2,N2,467.31,False,False,False,True,False,Médio,Bom,Média,True,Média,False,2.8,False,Alto,Regular,Parcial,Média,Boa,0.5762654477738276,False
792,False,Feminino,11,False,True,True,False,Branca,Urbana,Reprovado,1° EM,False,74.5,7.5,N2,1571.71,False,False,False,False,False,Alto,Bom,Alta,True,Alta,False,1.7,False,Alto,Ruim,Completa,Alta,Boa,0.2564753682072118,False
793,False,Masculino,22,True,True,True,False,Amarela,Rural,Aprovado,2° EM,False,83.1,6.8,N7,1446.65,False,True,False,True,False,Alto,Ruim,Média,False,Alta,False,3.5,False,Alto,Boa,Parcial,Média,Regular,0.5869307601151177,True
794,False,Feminino,18,False,False,False,False,Branca,Urbana,Aprovado,5° EF,False,57.8,6.9,N6,397.64,False,True,False,False,False,Médio,Regular,Alta,True,Alta,False,2.1,False,Moderado,Boa,Insuficiente,Alta,Boa,0.37176231589639414,True
795,False,Masculino,20,True,True,True,False,Preta,Urbana,Aprovado,9° EF,False,55.6,6.2,N5,159.0,False,True,False,False,False,Médio,Regular,Baixa,False,Alta,False,3.3,False,Baixo,Ruim,Completa,Baixa,Ruim,0.41848654139156927,False
796,False,Feminino,11,False,True,True,False,Branca,Urbana,Reprovado,3° EM,False,100.0,6.7,N3,636.75,False,False,False,False,False,Baixo,Regular,Média,False,Alta,False,2.5,False,Moderado,Regular,Completa,Média,Boa,0.16759776536312848,True
797,False,Feminino,21,False,True,True,True,Branca,Urbana,Em andamento,5° EF,False,61.2,6.2,N3,702.92,False,False,False,False,False,Alto,Regular,Alta,False,Alta,False,3.1,True,Alto,Boa,Completa,Alta,Ruim,0.39004570848146264,False
798,False,Feminino,19,True,True,False,False,Branca,Rural,Aprovado,1° EM,False,85.0,5.8,N2,440.21,False,False,False,False,False,Médio,Regular,Baixa,False,Alta,False,2.3,False,Alto,Ruim,Parcial,Alta,Regular,0.28948704926358554,False
799,False,Masculino,11,False,True,False,False,Preta,Urbana,Aprovado,3° EM,True,65.5,7.5,N5,765.77,True,False,False,False,False,Baixo,Bom,Média,True,Baixa,False,2.1,True,Alto,Ruim,Parcial,Alta,Ruim,0.6407651938378195,False
800,False,Feminino,12,True,True,True,False,Parda,Urbana,Aprovado,9° EF,False,53.2,5.6,N1,433.69,False,False,False,False,False,Médio,Ruim,Média,False,Baixa,False,1.8,False,Moderado,Regular,Completa,Baixa,Boa,0.46114779075672924,True
801,False,Feminino,14,False,True,True,False,Amarela,Urbana,Aprovado,3° EM,False,78.1,6.4,N7,304.8,False,False,False,False,False,Médio,Bom,Média,False,Alta,False,1.8,True,Moderado,Regular,Parcial,Baixa,Boa,0.2940578974098528,False
802,False,Feminino,18,False,True,True,False,Branca,Rural,Reprovado,5° EF,False,94.2,6.3,N4,650.82,False,True,False,False,False,Alto,Bom,Alta,False,Média,False,0.8,False,Alto,Ruim,Completa,Baixa,Regular,0.21736922295581512,False
803,False,Feminino,10,False,True,True,True,Parda,Rural,Aprovado,1° EM,False,69.8,6.7,N7,303.27,False,False,False,False,False,Médio,Regular,Alta,False,Alta,False,1.7,False,Baixo,Boa,Completa,Média,Boa,0.3209751142712036,False
804,False,Masculino,12,True,True,True,False,Preta,Urbana,Aprovado,2° EM,False,91.4,5.0,N2,487.15,False,False,False,True,False,Alto,Ruim,Alta,False,Alta,True,1.8,False,Moderado,Boa,Parcial,Alta,Boa,0.6361943456915524,True
805,False,Masculino,17,False,True,True,False,Parda,Rural,Aprovado,7° EF,False,53.8,5.7,N3,971.45,False,True,False,False,False,Alto,Bom,Média,False,Média,False,2.2,False,Alto,Regular,Completa,Alta,Regular,0.45302183849669886,False
806,False,Masculino,14,True,True,True,False,Branca,Urbana,Aprovado,7° EF,False,86.8,8.9,N3,702.47,False,False,True,False,False,Médio,Bom,Alta,False,Alta,False,2.4,False,Moderado,Regular,Parcial,Alta,Regular,0.12290502793296089,False
807,False,Masculino,19,False,True,False,False,Parda,Rural,Aprovado,1° EM,False,65.4,5.8,N4,1167.74,False,False,False,False,False,Alto,Bom,Alta,True,Média,False,3.1,False,Alto,Boa,Insuficiente,Alta,Ruim,0.3890299644489588,False
808,False,Feminino,20,True,True,True,False,Branca,Urbana,Em andamento,2° EM,False,65.5,8.5,N3,709.22,False,False,False,False,False,Baixo,Ruim,Média,False,Alta,False,2.1,False,Baixo,Regular,Completa,Alta,Boa,0.25139664804469275,True
809,False,Masculino,21,False,True,True,False,Parda,Urbana,Aprovado,2° EM,False,73.3,6.7,N5,338.04,True,False,False,False,False,Alto,Ruim,Alta,False,Alta,False,3.3,True,Alto,Regular,Parcial,Alta,Regular,0.47249026578635517,False
810,False,Masculino,19,True,True,True,False,Preta,Urbana,Aprovado,2° EM,False,67.4,7.5,N7,495.64,True,False,False,False,False,Alto,Bom,Média,False,Alta,False,3.9,False,Moderado,Boa,Parcial,Baixa,Boa,0.46182495344506513,False
811,False,Masculino,20,False,True,True,False,Branca,Urbana,Reprovado,6° EF,False,57.1,8.3,N2,1269.94,False,False,False,False,False,Alto,Bom,Alta,False,Alta,False,0.9,True,Alto,Regular,Completa,Média,Ruim,0.30421533773489073,True
812,False,Feminino,11,True,True,False,False,Amarela,Rural,Aprovado,1° EM,False,94.9,8.1,N4,1210.4,True,True,False,False,False,Médio,Ruim,Alta,False,Alta,False,1.6,False,Baixo,Boa,Insuficiente,Média,Ruim,0.29168782800067716,True
813,False,Masculino,11,False,True,True,False,Parda,Urbana,Aprovado,3° EM,False,59.2,5.9,N5,331.91,False,False,False,False,False,Baixo,Bom,Alta,True,Alta,False,1.2,False,Baixo,Boa,Parcial,Alta,Boa,0.4154393092940578,False
814,False,Feminino,13,True,True,False,False,Parda,Urbana,Aprovado,1° EM,False,87.6,6.5,N2,931.93,True,False,False,False,False,Alto,Bom,Alta,False,Baixa,False,1.6,False,Moderado,Boa,Completa,Média,Boa,0.41002200778737097,False
815,False,Masculino,22,False,True,True,False,Parda,Urbana,Evadido,9° EF,False,54.1,4.5,N5,1722.69,False,False,False,False,False,Baixo,Bom,Baixa,False,Alta,False,2.5,False,Moderado,Ruim,Completa,Média,Boa,0.5124428643981717,True
816,False,Masculino,17,False,True,True,False,Branca,Rural,Aprovado,8° EF,False,91.8,6.0,N5,810.06,False,False,False,False,False,Médio,Ruim,Alta,False,Média,False,1.1,False,Alto,Regular,Parcial,Alta,Boa,0.244794311833418,False
817,False,Feminino,22,False,True,True,False,Branca,Urbana,Aprovado,3° EF,False,67.9,6.2,N5,721.13,False,False,False,False,False,Alto,Ruim,Média,False,Alta,False,2.7,False,Moderado,Regular,Completa,Baixa,Ruim,0.35601828339258507,False
818,False,Feminino,20,False,True,True,False,Parda,Rural,Evadido,2° EM,False,61.7,8.5,N7,381.5,False,False,False,True,False,Alto,Regular,Alta,False,Alta,False,2.2,False,Baixo,Boa,Completa,Baixa,Boa,0.6092771288302015,False
819,False,Feminino,20,True,True,True,False,Branca,Rural,Aprovado,1° EM,False,89.3,5.0,N4,728.61,False,False,False,False,False,Médio,Bom,Baixa,False,Baixa,False,3.7,False,Moderado,Ruim,Parcial,Baixa,Boa,0.308278313864906,False
820,False,Feminino,18,True,True,True,False,Branca,Urbana,Evadido,1° EM,False,57.4,6.9,N1,1073.09,False,False,False,False,False,Médio,Ruim,Alta,True,Média,True,0.3,False,Baixo,Boa,Completa,Alta,Boa,0.3737938039614017,True
821,False,Outro,22,False,True,True,False,Branca,Urbana,Aprovado,2° EM,False,92.0,7.8,N6,168.66,False,False,False,False,False,Médio,Bom,Média,False,Alta,False,1.0,False,Moderado,Boa,Parcial,Média,Ruim,0.15236160487557135,False
822,True,Masculino,12,False,True,True,False,Parda,Urbana,Aprovado,3° EF,False,88.6,6.8,N2,385.54,False,False,False,True,False,Médio,Bom,Média,False,Alta,True,2.1,False,Moderado,Regular,Completa,Alta,Ruim,0.558997799221263,True
823,True,Masculino,20,False,True,True,True,Parda,Urbana,Aprovado,2° EF,False,75.6,8.4,N4,501.86,False,False,False,False,False,Baixo,Bom,Alta,True,Média,False,2.7,False,Alto,Boa,Completa,Média,Ruim,0.20518029456576942,False
824,False,Feminino,13,False,True,False,False,Branca,Urbana,Evadido,2° EM,False,52.4,7.0,N1,957.12,False,False,False,False,False,Alto,Regular,Alta,True,Baixa,False,2.3,True,Alto,Ruim,Insuficiente,Alta,Boa,0.3941086846114779,True
825,False,Feminino,12,False,True,True,False,Parda,Urbana,Aprovado,8° EF,False,55.0,7.8,N7,296.12,False,False,True,False,False,Médio,Regular,Média,False,Alta,False,1.5,False,Alto,Regular,Completa,Alta,Boa,0.34027425088877605,False
826,False,Masculino,13,False,True,True,False,Branca,Rural,Aprovado,2° EM,False,65.3,3.9,N3,561.16,True,False,False,False,False,Médio,Ruim,Alta,False,Alta,False,2.6,False,Moderado,Boa,Parcial,Alta,Boa,0.6553241916370408,True
827,False,Masculino,22,False,True,False,False,Parda,Urbana,Reprovado,2° EM,False,89.9,5.6,N4,799.29,False,False,False,False,False,Baixo,Bom,Média,False,Baixa,False,2.5,True,Baixo,Boa,Parcial,Alta,Regular,0.27475876079228034,True
828,False,Feminino,21,False,True,True,False,Preta,Rural,Aprovado,6° EF,False,81.8,6.3,N3,911.21,False,False,True,False,False,Baixo,Bom,Baixa,True,Alta,False,0.5,False,Alto,Boa,Completa,Média,Boa,0.2803453529710513,False
829,False,Masculino,22,False,True,False,False,Parda,Urbana,Evadido,3° EM,True,81.8,5.4,N6,1508.38,False,False,False,False,False,Médio,Bom,Alta,False,Alta,False,2.8,False,Moderado,Boa,Insuficiente,Média,Boa,0.4953445065176908,True
830,False,Masculino,21,False,True,True,False,Branca,Urbana,Aprovado,2° EM,False,67.9,6.4,N4,796.42,False,False,False,False,False,Alto,Bom,Média,True,Alta,False,1.5,True,Baixo,Regular,Completa,Alta,Boa,0.34586084306754694,False
831,False,Feminino,13,True,True,True,False,Parda,Urbana,Aprovado,6° EF,False,55.3,5.5,N6,1639.69,False,False,False,False,False,Baixo,Bom,Média,False,Alta,False,0.8,False,Moderado,Ruim,Parcial,Alta,Regular,0.45556119857795835,True
832,False,Masculino,12,True,True,False,False,Parda,Rural,Aprovado,8° EF,False,69.7,8.2,N1,771.33,False,False,False,False,False,Médio,Ruim,Média,False,Alta,True,0.6,False,Alto,Regular,Completa,Média,Boa,0.24530218384966992,False
833,False,Feminino,17,False,True,False,False,Amarela,Urbana,Aprovado,1° EM,False,91.0,7.7,N7,619.86,False,False,False,True,False,Alto,Regular,Alta,True,Baixa,False,2.0,False,Moderado,Ruim,Completa,Alta,Boa,0.5011003893685457,False
834,True,Feminino,19,False,True,True,False,Preta,Urbana,Aprovado,5° EF,False,80.0,6.4,N1,185.53,False,False,False,False,False,Médio,Regular,Alta,False,Alta,False,2.7,False,Alto,Boa,Completa,Baixa,Boa,0.2844083291010665,False
835,False,Feminino,14,False,True,True,False,Branca,Urbana,Aprovado,2° EM,False,93.5,6.5,N4,700.65,False,False,False,False,False,Alto,Bom,Média,False,Alta,False,1.5,False,Alto,Ruim,Insuficiente,Média,Regular,0.21076688674454036,False
836,False,Masculino,20,False,True,True,False,Branca,Rural,Aprovado,1° EM,False,72.3,5.5,N5,603.4,False,False,False,False,False,Alto,Regular,Alta,True,Alta,False,2.0,False,Alto,Regular,Insuficiente,Média,Ruim,0.3692229558151346,False
837,False,Masculino,15,False,False,True,False,Branca,Urbana,Aprovado,1° EM,True,72.8,6.5,N3,1064.32,False,False,False,False,False,Baixo,Bom,Alta,False,Média,False,2.3,False,Alto,Boa,Completa,Alta,Ruim,0.4851870661926527,True
838,False,Masculino,20,False,True,False,False,Não declarada,Urbana,Aprovado,3° EM,False,85.2,3.8,N3,1796.8,False,True,False,False,True,Médio,Ruim,Alta,False,Alta,False,3.7,False,Moderado,Boa,Insuficiente,Média,Boa,0.39004570848146264,True
839,False,Masculino,21,False,True,True,False,Branca,Urbana,Aprovado,2° EM,False,56.0,9.0,N1,1633.02,False,False,False,False,False,Alto,Bom,Média,False,Baixa,False,2.5,False,Moderado,Regular,Insuficiente,Baixa,Ruim,0.27425088877602843,False
840,False,Masculino,10,False,True,True,False,Preta,Urbana,Aprovado,2° EM,False,56.7,5.3,N6,1048.6,False,False,False,False,False,Alto,Bom,Alta,True,Média,False,2.1,False,Moderado,Ruim,Completa,Média,Ruim,0.4586084306754698,False
841,False,Feminino,12,False,True,False,False,Branca,Urbana,Aprovado,3° EM,False,97.7,9.9,N6,1414.56,False,False,False,False,False,Médio,Regular,Média,False,Alta,False,0.1,True,Alto,Boa,Completa,Média,Boa,0.016759776536312814,False
842,False,Masculino,12,False,True,True,False,Parda,Urbana,Reprovado,2° EM,False,96.5,8.4,N3,756.64,True,False,False,False,False,Médio,Bom,Média,True,Média,False,0.7,True,Alto,Regular,Completa,Média,Regular,0.26832571525308957,False
843,False,Masculino,16,False,True,False,False,Branca,Urbana,Aprovado,1° EM,False,91.9,4.8,N3,604.08,False,False,False,False,False,Alto,Regular,Alta,False,Média,True,3.2,False,Moderado,Boa,Parcial,Alta,Ruim,0.3052310817673946,False
844,False,Masculino,22,False,True,True,True,Parda,Urbana,Evadido,4° EF,False,90.0,8.0,N7,615.71,False,True,False,False,False,Baixo,Bom,Alta,True,Alta,False,1.3,False,Alto,Ruim,Completa,Média,Boa,0.15236160487557135,False
845,False,Feminino,12,True,True,True,False,Indígena,Urbana,Aprovado,7° EF,False,65.4,7.0,N4,661.66,True,False,False,False,False,Alto,Bom,Baixa,False,Média,False,1.5,False,Alto,Boa,Completa,Alta,Ruim,0.49737599458269843,False
846,False,Masculino,19,False,True,True,False,Parda,Urbana,Aprovado,1° EM,False,91.2,3.7,N3,363.81,True,False,False,False,False,Baixo,Bom,Baixa,True,Média,True,2.6,True,Baixo,Boa,Parcial,Média,Boa,0.5339427797528357,False
847,False,Masculino,10,True,True,True,False,Parda,Urbana,Aprovado,2° EM,False,95.1,6.3,N1,303.71,False,False,False,False,False,Alto,Regular,Alta,False,Média,False,3.0,True,Baixo,Boa,Completa,Alta,Boa,0.212798374809548,False
848,False,Masculino,12,False,True,True,False,Parda,Urbana,Aprovado,1° EM,False,97.5,7.3,N1,398.08,False,False,False,False,False,Alto,Bom,Alta,True,Alta,False,2.5,False,Moderado,Boa,Completa,Média,Boa,0.14982224479431183,False
849,False,Feminino,16,True,True,True,True,Branca,Urbana,Aprovado,2° EM,False,66.9,3.8,N6,542.73,False,False,False,False,False,Alto,Ruim,Alta,False,Média,False,2.9,False,Moderado,Regular,Insuficiente,Baixa,Ruim,0.4829862874555612,False
850,False,Feminino,14,False,True,True,False,Branca,Urbana,Aprovado,9° EF,False,87.9,5.2,N1,665.06,False,False,False,False,False,Baixo,Ruim,Alta,False,Alta,False,3.0,True,Moderado,Regular,Completa,Média,Boa,0.30523108176739455,False
851,False,Masculino,17,True,True,True,False,Branca,Urbana,Aprovado,3° EM,False,87.2,9.9,N2,1254.35,True,False,False,False,True,Alto,Regular,Alta,False,Alta,False,1.2,False,Alto,Boa,Completa,Média,Boa,0.23937701032673095,False
852,False,Masculino,22,True,True,True,False,Parda,Urbana,Aprovado,2° EM,False,81.5,6.7,N7,982.68,False,False,False,False,False,Alto,Regular,Alta,True,Alta,False,3.7,False,Alto,Regular,Completa,Baixa,Ruim,0.2615540883697308,True
853,False,Masculino,18,False,True,False,False,Parda,Urbana,Aprovado,2° EM,False,76.0,4.5,N2,1338.91,False,False,False,False,False,Alto,Ruim,Baixa,False,Média,False,1.1,False,Baixo,Boa,Parcial,Média,Boa,0.4012188928390045,False
854,False,Feminino,14,False,True,True,False,Branca,Rural,Em andamento,1° EM,False,59.1,7.4,N4,739.46,False,False,False,False,False,Alto,Bom,Média,False,Média,False,0.9,False,Alto,Regular,Insuficiente,Baixa,Regular,0.3397663788725241,False
855,False,Masculino,13,True,True,True,False,Parda,Urbana,Aprovado,2° EM,False,50.6,6.9,N3,1158.75,False,False,False,False,False,Alto,Bom,Média,False,Média,False,2.5,False,Baixo,Boa,Completa,Alta,Ruim,0.4083291010665312,False
856,False,Masculino,10,False,False,True,False,Branca,Urbana,Reprovado,2° EM,False,81.4,7.0,N2,788.25,True,True,False,False,False,Alto,Bom,Alta,True,Alta,False,1.9,False,Baixo,Boa,Parcial,Média,Boa,0.41611647198239377,True
857,False,Masculino,17,False,True,True,False,Branca,Urbana,Aprovado,6° EF,False,71.1,8.4,N1,716.81,False,False,False,False,False,Médio,Bom,Média,True,Alta,True,2.5,False,Baixo,Boa,Insuficiente,Média,Regular,0.22803453529710516,False
858,False,Feminino,12,False,True,True,False,Parda,Urbana,Reprovado,2° EM,False,59.2,7.1,N4,525.32,False,True,True,False,False,Alto,Bom,Média,False,Média,False,3.9,False,Moderado,Boa,Parcial,Média,Boa,0.3544946673438293,False
859,False,Feminino,21,True,True,True,False,Parda,Rural,Aprovado,2° EM,False,61.3,6.6,N5,418.52,False,False,False,False,False,Médio,Bom,Alta,False,Média,False,1.7,False,Alto,Regular,Insuficiente,Baixa,Boa,0.3692229558151346,True
860,False,Masculino,20,False,True,False,False,Branca,Urbana,Aprovado,2° EM,False,90.7,6.0,N7,624.72,False,False,False,False,False,Baixo,Ruim,Média,True,Alta,False,2.4,True,Baixo,Boa,Parcial,Média,Boa,0.2503809040121889,False
861,False,Feminino,10,False,True,False,False,Parda,Urbana,Aprovado,1° EM,False,90.3,8.2,N1,1197.64,False,False,True,False,False,Médio,Bom,Alta,False,Alta,True,1.8,False,Alto,Regular,Parcial,Média,Boa,0.1406805485017776,False
862,False,Feminino,19,False,True,True,False,Branca,Urbana,Aprovado,3° EM,False,67.2,5.8,N3,486.92,False,False,False,False,False,Alto,Bom,Alta,False,Média,False,1.5,False,Moderado,Ruim,Completa,Alta,Boa,0.37988826815642457,False
863,False,Masculino,12,False,True,False,False,Parda,Urbana,Aprovado,3° EM,False,73.4,6.3,N6,270.27,False,False,False,False,False,Baixo,Bom,Alta,True,Baixa,False,1.4,False,Moderado,Boa,Completa,Baixa,Boa,0.3230066023362112,False
864,False,Feminino,17,True,True,True,False,Preta,Urbana,Aprovado,3° EM,False,80.5,8.5,N1,342.0,False,False,False,False,False,Médio,Bom,Alta,False,Média,False,2.6,False,Moderado,Boa,Completa,Alta,Boa,0.17521584560690706,False
865,False,Masculino,19,False,True,True,False,Branca,Urbana,Aprovado,7° EF,False,57.4,6.5,N6,477.23,False,False,False,True,False,Alto,Bom,Média,False,Média,False,0.1,False,Moderado,Boa,Completa,Alta,Ruim,0.7326900287794142,True
866,False,Feminino,13,True,True,False,False,Branca,Rural,Aprovado,9° EF,False,51.2,5.9,N5,389.07,False,False,False,False,False,Alto,Bom,Alta,False,Alta,False,1.1,True,Alto,Boa,Completa,Baixa,Boa,0.4560690705942102,False
867,False,Masculino,21,True,True,False,False,Parda,Urbana,Reprovado,2° EM,False,94.6,6.3,N1,456.66,False,False,True,False,False,Alto,Bom,Baixa,False,Alta,False,1.3,True,Moderado,Boa,Parcial,Alta,Regular,0.21533773489080754,False
868,False,Feminino,11,False,True,True,False,Preta,Urbana,Aprovado,9° EF,False,84.0,6.5,N2,267.21,False,True,False,False,False,Alto,Bom,Alta,False,Alta,True,2.5,False,Baixo,Boa,Insuficiente,Média,Ruim,0.2590147282884713,False
869,False,Masculino,15,False,True,False,False,Parda,Rural,Aprovado,9° EF,False,100.0,7.1,N7,760.35,False,False,False,False,False,Alto,Ruim,Alta,True,Alta,False,3.1,False,Alto,Regular,Completa,Alta,Boa,0.14728288471305231,False
870,False,Feminino,19,False,True,True,False,Parda,Urbana,Evadido,1° EM,False,74.7,5.8,N1,756.26,True,False,False,False,False,Médio,Ruim,Média,False,Alta,False,2.0,False,Moderado,Boa,Completa,Baixa,Boa,0.5110885390214999,False
871,False,Feminino,16,False,False,False,False,Preta,Urbana,Evadido,1° EM,False,50.4,7.4,N3,600.18,False,False,False,False,False,Médio,Regular,Média,False,Média,False,2.3,False,Alto,Boa,Completa,Alta,Regular,0.3839512442864398,False
872,False,Feminino,17,True,True,True,False,Parda,Urbana,Reprovado,1° EM,False,74.8,6.2,N3,832.93,False,False,False,False,False,Alto,Regular,Alta,False,Alta,False,1.5,False,Alto,Boa,Completa,Alta,Ruim,0.3209751142712036,True
873,True,Masculino,19,False,True,False,False,Parda,Urbana,Aprovado,5° EF,False,76.8,5.2,N2,258.21,False,False,False,False,False,Alto,Regular,Baixa,True,Média,False,1.2,False,Baixo,Boa,Insuficiente,Alta,Boa,0.361604875571356,False
874,False,Feminino,11,False,True,True,False,Parda,Urbana,Aprovado,1° EM,False,58.8,9.9,N4,502.68,False,False,False,False,False,Baixo,Regular,Baixa,False,Alta,False,2.6,True,Moderado,Boa,Insuficiente,Alta,Regular,0.2143219908583037,False
